vessel_ref_id,name,imo_number,mmsi,flag,owner,operator,vessel_type,loa_m,beam_m,draft_m,gross_tonnage,deadweight_tonnage,engine_power_kw,vessel_age_years,build_year,destination_port,current_port,current_lifecycle_stage,current_lat,current_lon,current_speed_knots,current_heading
VSL-0114,PIL Star,5116866,564487099,Singapore,Pacific International Lines,Pacific International Lines,Feeder,71.7,11.6,4.64,4505,5148,1298,0.7,2024,PORT_G,PORT_B,At Sea,34.9276,37.2298,12.3,301
VSL-0115,Hapag-Lloyd Unity,7997020,248629960,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,General Cargo,176.5,28.2,5.5,8697,12455,14693,12.3,2013,PORT_F,PORT_D,At Sea,35.4772,24.0266,12.5,172
VSL-0116,NYK Crown,4691376,431678508,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Car Carrier,144.2,22.7,8.56,30681,12999,27404,0.8,2024,PORT_B,PORT_E,At Sea,22.4994,37.7386,17.9,268
VSL-0117,NYK Odyssey,5786104,431579727,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,LNG Carrier,252.8,41.9,10.39,128305,68443,83479,2.3,2023,PORT_F,PORT_F,At Sea,24.3552,36.9428,18.9,145
VSL-0118,PIL Zenith,4722905,564944665,Singapore,Pacific International Lines,Pacific International Lines,Container,190.9,25.8,15.12,97983,107393,32287,2.0,2023,PORT_D,PORT_H,At Sea,-3.6893,103.2007,16.4,319
VSL-0119,Ever Jacques Saadé,7154549,353432830,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,165.3,27.1,11.07,71300,112443,43731,3.8,2021,PORT_G,PORT_F,At Sea,19.9094,30.5154,11.9,132
VSL-0120,PIL Sapphire,5842829,564172482,Singapore,Pacific International Lines,Pacific International Lines,Cruise,264.7,34.7,9.21,121623,37733,79763,13.5,2012,PORT_F,PORT_F,Berthed,21.4931,39.1744,0.0,114
VSL-0121,PIL Poseidon,7381685,564602235,Singapore,Pacific International Lines,Pacific International Lines,RoRo,136.9,20.8,9.15,20258,11089,13732,2.8,2022,PORT_H,PORT_C,At Sea,43.3047,3.8858,13.1,41
VSL-0122,MOL Phoenix,1296668,354760083,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Tanker,267.3,45.7,10.95,76373,119334,15212,2.6,2022,PORT_A,PORT_F,At Sea,12.1029,37.326,14.0,127
VSL-0123,Ever Eagle,6257538,538603323,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,372.9,49.5,11.87,30270,32280,46160,2.9,2022,PORT_C,PORT_B,At Sea,27.9452,27.7049,17.9,19
VSL-0124,Maersk Zenith,6184729,563046184,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,246.0,38.1,12.63,67966,111013,33756,0.5,2024,PORT_C,PORT_G,At Sea,33.1572,61.3726,13.9,58
VSL-0125,CMA CGM Leo,3753000,538197218,Marshall Islands,CMA CGM Group,CMA CGM Group,Car Carrier,159.8,23.9,9.22,41562,18433,30787,28.9,1996,PORT_B,PORT_E,At Sea,21.8365,34.8163,15.6,151
VSL-0126,Maersk Triumph,5225576,219552166,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,157.5,25.9,12.88,89301,136778,44089,3.6,2021,PORT_E,PORT_E,Berthed,29.9767,32.5538,0.0,244
VSL-0127,Yang Ming Valencia,2965905,357277167,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Car Carrier,171.9,27.2,9.59,16296,6934,27404,0.5,2024,PORT_E,PORT_F,At Sea,22.9274,37.6168,15.4,289
VSL-0128,PIL Constellation,8900282,564721753,Singapore,Pacific International Lines,Pacific International Lines,Container,390.3,53.8,15.24,71909,85694,55035,7.7,2017,PORT_E,PORT_A,At Sea,24.4835,27.7145,17.5,193
VSL-0129,Yang Ming Singapore,1660883,416199488,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,185.2,29.7,10.75,83107,120957,27923,15.5,2010,PORT_H,PORT_F,At Sea,26.799,41.0641,13.7,286
VSL-0130,ONE Savannah,8851027,564261493,Singapore,Ocean Network Express,Ocean Network Express,RoRo,172.0,25.7,8.87,21441,10853,17955,0.8,2024,PORT_G,PORT_D,At Sea,39.2287,17.1972,17.1,173
VSL-0131,Yang Ming Istanbul,8697823,416216995,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,271.2,37.5,15.56,103746,122333,50262,11.8,2013,PORT_G,PORT_G,At Sea,35.1966,49.114,17.7,175
VSL-0132,ONE Shanghai,3394529,431885158,Japan,Ocean Network Express,Ocean Network Express,VLCC,336.2,56.8,18.53,113019,204160,102000,11.0,2014,PORT_G,PORT_E,At Sea,20.4512,37.5986,11.9,6
VSL-0133,Ever Star,4380575,351983863,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,164.3,26.5,10.6,79663,126956,23995,11.1,2014,PORT_E,PORT_A,At Sea,22.6316,37.233,16.3,160
VSL-0134,PIL Shanghai,9893345,564212281,Singapore,Pacific International Lines,Pacific International Lines,Feeder,63.8,10.1,6.23,4640,5323,7081,15.8,2009,PORT_G,PORT_E,At Sea,35.147,38.0675,10.8,299
VSL-0135,Yang Ming Santos,1583281,351826886,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,LNG Carrier,250.5,42.2,10.93,135624,70781,51597,21.1,2004,PORT_D,PORT_D,At Sea,33.7303,31.1774,17.7,316
VSL-0136,OOCL Pacific,9561643,477085887,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,329.4,54.6,18.06,108264,190197,15396,8.8,2016,PORT_E,PORT_D,At Sea,42.4621,26.2135,16.1,49
VSL-0137,Hapag-Lloyd Savannah,3861209,218501102,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,390.4,55.7,13.23,20733,25235,25142,8.9,2016,PORT_B,PORT_D,At Sea,28.6492,29.7318,16.8,161
VSL-0138,ZIM Triumph,4914766,538072832,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Container,328.1,46.0,13.21,84142,99873,51680,11.3,2014,PORT_E,PORT_C,At Sea,48.1866,5.683,18.0,331
VSL-0139,COSCO Shipping Singapore,3682225,477943129,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Bulk Carrier,292.4,47.6,11.32,62180,96952,14929,0.5,2024,PORT_H,PORT_H,Approaching,2.2522,104.3262,8.2,101
VSL-0140,ONE Pearl,5949299,564562053,Singapore,Ocean Network Express,Ocean Network Express,RoRo,158.5,23.6,7.32,12743,7457,22420,0.8,2024,PORT_G,PORT_E,At Sea,36.8823,40.3219,15.3,169
VSL-0141,COSCO Shipping Unity,1080992,413930848,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,LNG Carrier,294.0,49.5,10.72,91383,48190,72066,1.5,2024,PORT_H,PORT_H,Anchored,1.3054,103.8149,0.0,200
VSL-0142,PIL Liberty,8272295,563750373,Singapore,Pacific International Lines,Pacific International Lines,Container,349.9,48.1,14.4,49099,56483,44305,5.7,2019,PORT_F,PORT_D,At Sea,38.5914,25.9791,18.6,240
VSL-0143,NYK Unity,6659188,432638655,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Cruise,341.0,46.1,7.12,130793,37816,39645,27.6,1997,PORT_H,PORT_A,At Sea,35.7086,35.2986,19.7,84
VSL-0144,Hapag-Lloyd Valencia,1777399,229603029,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,293.2,42.0,11.68,35024,41316,29553,7.4,2018,PORT_C,PORT_A,At Sea,37.7841,38.6167,18.9,264
VSL-0145,Yang Ming Atlantic,7236921,357929842,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Feeder,102.0,15.8,5.69,2242,2512,6036,8.7,2016,PORT_F,PORT_H,At Sea,8.5217,107.189,13.7,193
VSL-0146,Yang Ming Pacific,8811728,416686508,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,166.3,25.9,9.21,88065,127684,30174,4.4,2021,PORT_H,PORT_G,At Sea,26.8625,49.8759,15.5,294
VSL-0147,NYK Singapore,9818060,431565126,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Container,209.5,30.2,12.86,43251,49012,63234,2.7,2022,PORT_E,PORT_E,At Sea,20.6138,37.4243,16.9,187
VSL-0148,Yang Ming Unity,9562130,354213865,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,179.2,26.7,6.99,12129,16529,11281,6.5,2018,PORT_A,PORT_C,At Sea,40.5386,4.4897,13.4,241
VSL-0149,OOCL Hamburg,9027702,308843098,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Feeder,90.5,14.2,4.19,4883,6314,1560,0.5,2024,PORT_D,PORT_C,At Sea,38.8498,15.6736,10.2,335
VSL-0150,NYK Shanghai,1848954,432439376,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Container,214.6,30.1,15.98,97967,112982,38950,4.0,2021,PORT_E,PORT_C,At Sea,49.1729,12.6952,18.6,59
VSL-0151,MOL Liberty,7790719,353163356,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Car Carrier,196.5,31.2,9.75,42899,19500,24372,9.5,2016,PORT_A,PORT_A,Berthed,31.204,29.9153,0.0,147
VSL-0152,Ever Atlas,7333432,352339521,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,328.2,44.9,14.93,27602,33745,66707,5.2,2020,PORT_B,PORT_H,At Sea,2.0174,95.7443,18.2,277
VSL-0153,CMA CGM Busan,6392089,538780856,Marshall Islands,CMA CGM Group,CMA CGM Group,Feeder,119.4,19.1,5.11,6100,7056,7286,17.0,2008,PORT_C,PORT_C,Approaching,45.0273,9.5124,6.8,4
VSL-0154,ONE Pathfinder,7636559,432472929,Japan,Ocean Network Express,Ocean Network Express,Container,226.4,31.6,13.49,52543,57883,51413,2.4,2023,PORT_B,PORT_E,At Sea,20.53,29.1286,17.8,195
VSL-0155,PIL Amber,7448902,564120347,Singapore,Pacific International Lines,Pacific International Lines,Container,356.0,47.6,14.43,67298,82263,22467,4.4,2021,PORT_B,PORT_H,At Sea,0.7106,113.2781,17.1,131
VSL-0156,MOL Discovery,5877161,355472256,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,211.8,34.7,10.11,72764,113478,34223,6.9,2018,PORT_G,PORT_B,At Sea,29.7112,34.6219,14.8,160
VSL-0157,Yang Ming Zenith,2023410,416261117,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,193.7,32.4,9.6,69794,105812,20849,4.7,2020,PORT_A,PORT_G,At Sea,32.2476,54.8787,15.0,43
VSL-0158,MSC Leo,5778482,637282997,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,General Cargo,168.5,25.0,6.55,13658,19437,7262,7.9,2017,PORT_G,PORT_E,At Sea,18.9544,33.8256,13.6,116
VSL-0159,Yang Ming Sapphire,7740647,416085368,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Car Carrier,155.3,24.3,8.73,21872,10390,17589,0.5,2024,PORT_D,PORT_C,At Sea,38.8474,1.6658,17.3,40
VSL-0160,MOL Harmony,3122419,356797497,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,185.9,29.3,12.59,92346,148700,42302,9.2,2016,PORT_A,PORT_C,At Sea,41.9737,8.3859,13.1,95
VSL-0161,Hapag-Lloyd Endurance,5705124,215461872,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,VLCC,322.6,52.9,18.5,115073,192265,60492,0.8,2024,PORT_E,PORT_G,At Sea,32.4183,62.1907,13.1,226
VSL-0162,Ever Victory,5881473,352503136,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,398.8,53.8,11.2,93532,105654,26510,8.8,2016,PORT_C,PORT_E,At Sea,23.7453,37.3279,17.0,124
VSL-0163,Maersk Jacques Saadé,3052810,564358573,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,189.2,25.2,14.7,67527,73403,50618,3.7,2021,PORT_G,PORT_F,At Sea,21.4496,48.4239,19.4,286
VSL-0164,Maersk Amber,7448574,219862095,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,254.6,40.1,9.14,30863,50374,23906,10.5,2014,PORT_D,PORT_F,At Sea,16.4717,31.4572,14.1,275
VSL-0165,PIL Pioneer,2203175,563109678,Singapore,Pacific International Lines,Pacific International Lines,Car Carrier,135.2,20.3,9.37,41097,17967,13853,2.7,2022,PORT_E,PORT_A,At Sea,26.7458,26.422,19.0,106
VSL-0166,ONE Santos,9480148,431381138,Japan,Ocean Network Express,Ocean Network Express,General Cargo,172.8,27.2,9.16,21382,30669,12583,3.6,2021,PORT_D,PORT_D,At Sea,45.2252,21.1459,13.9,285
VSL-0167,CMA CGM Santos,8685284,228755855,France,CMA CGM Group,CMA CGM Group,RoRo,149.8,22.4,6.42,31629,18461,15875,4.9,2020,PORT_G,PORT_F,At Sea,14.0338,36.0561,16.2,130
VSL-0168,Ever Istanbul,3350482,538107522,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,217.9,33.4,13.76,15016,21916,11386,2.7,2022,PORT_D,PORT_D,At Sea,36.5219,27.9764,15.6,292
VSL-0169,OOCL Antwerp,9409613,477556613,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Bulk Carrier,287.7,47.9,12.41,76504,122178,41716,1.5,2024,PORT_A,PORT_G,At Sea,22.4985,54.6722,13.4,167
VSL-0170,COSCO Shipping Apex,6225171,477864168,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,197.5,33.2,9.56,85305,140860,32679,4.7,2020,PORT_C,PORT_C,At Sea,46.591,15.3805,15.0,202
VSL-0171,OOCL Endeavor,6655352,477904259,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,General Cargo,99.6,15.7,8.08,30748,40337,6693,0.6,2024,PORT_H,PORT_C,At Sea,50.1021,5.9942,13.1,79
VSL-0172,MSC Premier,4770536,356833884,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,RoRo,202.3,30.8,6.45,10017,5792,28876,20.9,2004,PORT_C,PORT_A,At Sea,35.9901,26.7102,16.9,269
VSL-0173,Hapag-Lloyd Felicity,5104631,256815798,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,217.5,30.7,11.7,98918,104807,51662,0.5,2024,PORT_D,PORT_H,At Sea,-0.4872,96.4536,20.2,156
VSL-0174,ZIM Harmony,4608434,428562168,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,209.0,32.8,8.94,44476,74213,24076,7.9,2017,PORT_D,PORT_D,Berthed,37.9383,23.6415,0.0,218
VSL-0175,CMA CGM Endurance,6292514,228812520,France,CMA CGM Group,CMA CGM Group,VLCC,372.8,64.5,19.32,123378,226279,72405,1.2,2024,PORT_G,PORT_G,At Sea,24.8712,50.0284,13.5,326
VSL-0176,COSCO Shipping Atlantic,3051725,413526772,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Feeder,79.2,12.7,6.34,3388,3914,2293,11.5,2014,PORT_D,PORT_A,At Sea,37.1694,28.7351,13.8,113
VSL-0177,ONE Eagle,6609652,432999880,Japan,Ocean Network Express,Ocean Network Express,RoRo,218.6,33.3,9.03,10447,5737,28396,33.9,1991,PORT_H,PORT_H,At Sea,11.1975,106.5548,13.9,125
VSL-0178,MOL Antwerp,7264904,356827718,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Tanker,227.3,36.2,17.09,69308,110537,38225,8.0,2017,PORT_C,PORT_G,At Sea,19.1642,56.9235,14.3,103
VSL-0179,PIL Pathfinder,8689266,564025922,Singapore,Pacific International Lines,Pacific International Lines,Cruise,214.4,29.3,7.97,130800,36673,67016,1.4,2024,PORT_C,PORT_C,Approaching,45.57,9.3175,13.2,157
VSL-0180,Yang Ming Pearl,8097334,355776719,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,265.3,41.5,10.68,68248,107859,14702,1.1,2024,PORT_D,PORT_E,At Sea,22.3024,29.65,14.1,75
VSL-0181,CMA CGM Phoenix,9998274,538014556,Marshall Islands,CMA CGM Group,CMA CGM Group,Container,256.8,35.1,10.87,23243,24966,49748,7.4,2018,PORT_G,PORT_B,At Sea,34.5297,35.9875,17.5,355
VSL-0182,ZIM Endeavor,9469546,538299787,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,LNG Carrier,281.3,47.2,10.83,84689,45592,58362,0.5,2024,PORT_C,PORT_D,At Sea,46.9488,22.4592,19.2,320
VSL-0183,Ever Santos,4488509,351556990,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Car Carrier,179.0,26.7,8.41,35381,16701,20365,0.5,2024,PORT_D,PORT_F,At Sea,30.6199,34.3298,17.0,245
VSL-0184,Hapag-Lloyd Singapore,8495885,211395512,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Cruise,327.6,43.8,8.94,107409,31373,63224,17.8,2007,PORT_A,PORT_F,At Sea,13.2004,30.7315,21.2,199
VSL-0185,COSCO Shipping Pathfinder,4384210,477031780,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Container,205.7,27.9,14.69,50828,54588,63175,9.9,2015,PORT_C,PORT_D,At Sea,32.5679,24.1999,16.6,268
VSL-0186,MSC Eagle,8104096,636570184,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,199.1,33.7,12.62,23351,34487,49290,5.8,2019,PORT_E,PORT_D,At Sea,39.7798,28.5131,13.7,225
VSL-0187,NYK Valencia,9321495,432870207,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,General Cargo,107.3,15.9,5.79,9006,12241,17374,6.6,2018,PORT_A,PORT_A,Anchored,31.1606,29.8754,0.0,218
VSL-0188,COSCO Shipping Shanghai,7921710,413477332,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Bulk Carrier,255.7,40.6,13.35,68505,103334,37604,4.7,2020,PORT_E,PORT_E,Approaching,28.8833,33.4254,8.8,358
VSL-0189,CMA CGM Discovery,9928164,538581487,Marshall Islands,CMA CGM Group,CMA CGM Group,Cruise,252.9,32.4,9.58,85466,25552,56937,0.5,2024,PORT_G,PORT_D,At Sea,30.101,21.2042,22.0,174
VSL-0190,OOCL Savannah,1997585,308724619,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Container,332.7,47.1,12.59,118020,128624,49226,3.4,2022,PORT_G,PORT_F,At Sea,17.7759,33.314,17.7,46
VSL-0191,Ever Constellation,3354945,538519098,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,210.6,29.7,13.48,95498,108996,60872,11.3,2014,PORT_C,PORT_E,At Sea,32.1033,31.022,17.7,286
VSL-0192,Hapag-Lloyd Meridian,6832728,229865624,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,LNG Carrier,284.1,46.8,11.72,130597,63398,59409,9.7,2015,PORT_C,PORT_C,Departing,44.4027,8.9214,0.0,8
VSL-0193,MOL Edmonton,9278686,357765326,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Container,374.7,53.6,13.95,117497,142908,28517,1.2,2024,PORT_H,PORT_D,At Sea,36.8394,32.6947,18.0,279
VSL-0194,NYK Rotterdam,7818913,431718949,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Tanker,165.7,28.9,9.42,62460,96134,31586,6.9,2018,PORT_F,PORT_A,At Sea,24.5325,29.3884,12.2,215
VSL-0195,PIL Falcon,9049047,564128144,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,296.7,46.9,9.77,29238,47386,37802,7.3,2018,PORT_E,PORT_E,At Sea,40.5065,33.4928,14.1,57
VSL-0196,CMA CGM Valencia,5129277,227637239,France,CMA CGM Group,CMA CGM Group,General Cargo,171.0,27.1,8.69,28070,36295,8546,1.5,2024,PORT_F,PORT_A,At Sea,31.4902,21.5024,13.4,204
VSL-0197,ZIM Apex,4765804,428856945,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Tanker,241.0,39.7,19.43,102866,163283,25514,9.2,2016,PORT_B,PORT_E,At Sea,23.3479,37.9479,14.1,345
VSL-0198,PIL Istanbul,6618172,563443009,Singapore,Pacific International Lines,Pacific International Lines,RoRo,188.1,26.8,8.35,15212,8430,15422,9.4,2016,PORT_D,PORT_B,At Sea,37.8805,38.5152,16.0,336
VSL-0199,Maersk Britannia,4654213,564066504,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,RoRo,177.7,25.6,9.21,14836,8369,10438,1.6,2023,PORT_E,PORT_E,Berthed,29.9636,32.5414,0.0,102
VSL-0200,Maersk Leo,1947073,219006425,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,97.8,15.3,7.46,10035,14442,14530,2.0,2023,PORT_A,PORT_A,Anchored,31.2015,29.964,0.0,251
VSL-0201,Maersk Neptune,5460152,564174328,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Tanker,228.7,37.7,17.01,92729,157636,18154,2.0,2023,PORT_G,PORT_D,At Sea,34.094,26.8174,13.5,54
VSL-0202,OOCL Liberty,6184781,309005050,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,General Cargo,115.9,17.3,5.42,27147,37937,14029,1.2,2024,PORT_D,PORT_H,At Sea,9.1049,95.5489,11.4,119
VSL-0203,CMA CGM Istanbul,2417922,226179931,France,CMA CGM Group,CMA CGM Group,Feeder,62.6,9.5,4.42,10499,13005,4298,20.0,2005,PORT_G,PORT_F,At Sea,31.542,38.0506,11.0,347
VSL-0204,CMA CGM Premier,1426251,228273902,France,CMA CGM Group,CMA CGM Group,Bulk Carrier,168.1,26.3,12.1,61400,88251,22863,26.7,1998,PORT_G,PORT_C,At Sea,42.2609,9.1064,13.8,45
VSL-0205,Ever Amber,6329094,538791456,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,RoRo,171.2,24.2,7.13,33659,17455,25429,5.2,2020,PORT_D,PORT_D,At Sea,34.8219,23.0412,15.9,48
VSL-0206,Maersk Santos,7722009,220436459,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,166.3,24.8,9.93,22763,28533,9963,7.9,2017,PORT_H,PORT_A,At Sea,34.0804,30.9053,12.2,14
VSL-0207,ONE Vanguard,5313634,432317970,Japan,Ocean Network Express,Ocean Network Express,Tanker,179.7,29.0,18.85,84369,143148,41671,3.2,2022,PORT_C,PORT_C,Anchored,44.3816,8.9409,0.0,91
VSL-0208,MSC Harmony,1776254,352492929,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,170.5,26.5,12.32,68721,109793,49022,1.8,2023,PORT_D,PORT_D,Cargo Operations,37.9317,23.6471,0.0,250
VSL-0209,CMA CGM Neptune,6007804,227867177,France,CMA CGM Group,CMA CGM Group,LNG Carrier,270.6,46.8,10.95,102393,49131,50580,4.5,2020,PORT_A,PORT_G,At Sea,32.7379,63.5756,18.7,151
VSL-0210,Yang Ming Eagle,6257019,416580464,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,399.8,55.9,10.1,86903,101276,29766,4.9,2020,PORT_D,PORT_B,At Sea,27.0528,39.3437,18.9,345
VSL-0211,ZIM Shanghai,2538178,428355486,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,157.7,25.8,10.3,54554,87331,11634,3.7,2021,PORT_B,PORT_F,At Sea,16.0581,39.6512,13.4,269
VSL-0212,Maersk Odyssey,1162415,563241272,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,LNG Carrier,294.7,48.5,11.06,127776,65660,85978,4.8,2020,PORT_A,PORT_A,Approaching,31.8399,29.7962,11.1,177
VSL-0213,OOCL Premier,7988770,309924243,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Bulk Carrier,260.7,43.5,8.13,31070,48310,10881,13.0,2012,PORT_E,PORT_A,At Sea,30.4533,33.3224,13.5,85
VSL-0214,CMA CGM Liberty,6592744,226380552,France,CMA CGM Group,CMA CGM Group,General Cargo,96.1,15.4,7.68,11379,16085,5630,9.9,2015,PORT_C,PORT_E,At Sea,33.1456,33.0514,14.3,234
VSL-0215,MOL Neptune,9751705,431814069,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Feeder,70.9,11.0,6.91,9099,11611,4551,8.3,2017,PORT_H,PORT_F,At Sea,24.2417,40.1713,11.0,328
VSL-0216,Maersk Jade,3759987,563562656,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,295.8,42.5,14.69,96709,114366,31394,0.7,2024,PORT_E,PORT_F,At Sea,26.9487,38.4039,18.3,227
VSL-0217,OOCL Atlantic,2347854,477961064,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,RoRo,149.9,22.5,7.77,14060,7627,24016,18.2,2007,PORT_H,PORT_C,At Sea,46.3834,5.4592,15.1,148
VSL-0218,Ever Endurance,1462736,538147195,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,167.2,27.8,18.09,94781,144549,28676,6.6,2018,PORT_G,PORT_E,At Sea,21.7837,33.7918,13.6,262
VSL-0219,PIL Navigator,4481836,563192855,Singapore,Pacific International Lines,Pacific International Lines,RoRo,102.1,15.3,7.04,29521,15866,11215,4.9,2020,PORT_E,PORT_E,At Sea,26.6251,24.3517,15.4,49
VSL-0220,CMA CGM Triumph,2833891,228888167,France,CMA CGM Group,CMA CGM Group,Tanker,219.8,36.3,10.58,30599,53888,27663,12.1,2013,PORT_B,PORT_B,Waiting,31.2919,32.3423,0.0,245
VSL-0221,Ever Glory,3223421,352216110,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,253.7,42.8,8.83,52564,77201,49503,5.9,2019,PORT_G,PORT_A,At Sea,35.0797,30.7309,13.1,240
VSL-0222,MSC Endeavor,4955289,357938911,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,235.7,34.1,10.4,86758,95069,58218,12.2,2013,PORT_A,PORT_D,At Sea,46.8682,21.6009,16.5,87
VSL-0223,OOCL Atlas,1256632,311361517,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Cruise,285.9,38.9,9.92,53816,15800,44630,5.6,2019,PORT_C,PORT_H,At Sea,-1.4103,94.6139,20.6,167
VSL-0224,Hapag-Lloyd Odyssey,7520712,218781126,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Tanker,225.4,36.5,14.03,85728,139353,45917,14.7,2010,PORT_B,PORT_C,At Sea,47.0251,8.5193,13.5,173
VSL-0225,OOCL Harmony,5796783,309271147,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Container,365.7,52.1,12.43,43286,51897,42385,5.5,2020,PORT_C,PORT_A,At Sea,34.0323,30.8967,19.2,91
VSL-0226,MOL Eagle,4778485,432880061,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,251.9,41.7,8.92,67867,109697,13853,0.6,2024,PORT_F,PORT_G,At Sea,31.2721,56.5003,14.6,90
VSL-0227,PIL Emerald,7828061,564796954,Singapore,Pacific International Lines,Pacific International Lines,Tanker,306.3,52.2,12.33,82957,136604,37116,1.2,2024,PORT_A,PORT_A,At Sea,29.0079,32.3625,14.4,320
